3.7e-05,10,270270,0.27027,
5.5e-05,110,2e+06,2,
5.6e-05,210,3.75e+06,3.75,
9.2e-05,310,3.36957e+06,3.36957,
5.6e-05,410,7.32143e+06,7.32143,
9.2e-05,510,5.54348e+06,5.54348,
0.000111,610,5.4955e+06,5.4955,
0.000129,710,5.50388e+06,5.50388,
0.000147,810,5.5102e+06,5.5102,
0.000166,910,5.48193e+06,5.48193,
0.000147,1010,6.87075e+06,6.87075,
0.000203,1110,5.46798e+06,5.46798,
0.000221,1210,5.47511e+06,5.47511,
0.000258,1310,5.07752e+06,5.07752,
0.00024,1410,5.875e+06,5.875,
0.000295,1510,5.11864e+06,5.11864,
0.000276,1610,5.83333e+06,5.83333,
0.000295,1710,5.79661e+06,5.79661,
0.00035,1810,5.17143e+06,5.17143,
0.000332,1910,5.75301e+06,5.75301,
0.000387,2010,5.1938e+06,5.1938,
0.000406,2110,5.19704e+06,5.19704,
0.000405,2210,5.45679e+06,5.45679,
0.000443,2310,5.21445e+06,5.21445,
0.00048,2410,5.02083e+06,5.02083,
0.000461,2510,5.44469e+06,5.44469,
0.000498,2610,5.24096e+06,5.24096,
0.000498,2710,5.44177e+06,5.44177,
0.000534,2810,5.26217e+06,5.26217,
0.000572,2910,5.08741e+06,5.08741,
0.000553,3010,5.44304e+06,5.44304,
0.000572,3110,5.43706e+06,5.43706,
0.00059,3210,5.44068e+06,5.44068,
0.000645,3310,5.13178e+06,5.13178,
0.000664,3410,5.13554e+06,5.13554,
0.000664,3510,5.28614e+06,5.28614,
0.000681,3610,5.30103e+06,5.30103,
0.000719,3710,5.15994e+06,5.15994,
0.000719,3810,5.29903e+06,5.29903,
0.000738,3910,5.2981e+06,5.2981,
0.000756,4010,5.30423e+06,5.30423,
0.000774,4110,5.31008e+06,5.31008,
0.000829,4210,5.07841e+06,5.07841,
0.000848,4310,5.08255e+06,5.08255,
0.000848,4410,5.20047e+06,5.20047,
0.000866,4510,5.20785e+06,5.20785,
0.000904,4610,5.09956e+06,5.09956,
0.000903,4710,5.21595e+06,5.21595,
0.00094,4810,5.11702e+06,5.11702,
0.000941,4910,5.21785e+06,5.21785,
0.000995,5010,5.03518e+06,5.03518,
0.000977,5110,5.2303e+06,5.2303,
0.001032,5210,5.04845e+06,5.04845,
0.001032,5310,5.14535e+06,5.14535,
0.001051,5410,5.14748e+06,5.14748,
0.001069,5510,5.15435e+06,5.15435,
0.001106,5610,5.07233e+06,5.07233,
0.001106,5710,5.16275e+06,5.16275,
0.001125,5810,5.16444e+06,5.16444,
0.001161,5910,5.09044e+06,5.09044,
0.00118,6010,5.09322e+06,5.09322,
0.001216,6110,5.02467e+06,5.02467,
0.001217,6210,5.10271e+06,5.10271,
0.001235,6310,5.10931e+06,5.10931,
0.001235,6410,5.19028e+06,5.19028,
0.001253,6510,5.19553e+06,5.19553,
0.001308,6610,5.05352e+06,5.05352,
0.001308,6710,5.12997e+06,5.12997,
0.001346,6810,5.05944e+06,5.05944,
0.001291,6910,5.35244e+06,5.35244,
0.001346,7010,5.20802e+06,5.20802,
0.001383,7110,5.141e+06,5.141,
0.001419,7210,5.08104e+06,5.08104,
0.001437,7310,5.08699e+06,5.08699,
0.001438,7410,5.15299e+06,5.15299,
0.001474,7510,5.09498e+06,5.09498,
0.001493,7610,5.09712e+06,5.09712,
0.001493,7710,5.1641e+06,5.1641,
0.001529,7810,5.10791e+06,5.10791,
0.00153,7910,5.16993e+06,5.16993,
0.001585,8010,5.05363e+06,5.05363,
0.001586,8110,5.11349e+06,5.11349,
0.001622,8210,5.06165e+06,5.06165,
0.00164,8310,5.06707e+06,5.06707,
0.001659,8410,5.06932e+06,5.06932,
0.001659,8510,5.1296e+06,5.1296,
0.001677,8610,5.13417e+06,5.13417,
0.001715,8710,5.07872e+06,5.07872,
0.001714,8810,5.14002e+06,5.14002,
0.001733,8910,5.14137e+06,5.14137,
0.001752,9010,5.14269e+06,5.14269,
0.001787,9110,5.09793e+06,5.09793,
0.001806,9210,5.09967e+06,5.09967,
0.001825,9310,5.10137e+06,5.10137,
0.00083,9410,1.13373e+07,11.3373,
0.001861,9510,5.11016e+06,5.11016,
0.001898,9610,5.06322e+06,5.06322,
0.001917,9710,5.06521e+06,5.06521,
0.001917,9810,5.11737e+06,5.11737,
0.001972,9910,5.02535e+06,5.02535,
0.001972,10010,5.07606e+06,5.07606,
0.002009,10110,5.03235e+06,5.03235,
0.00201,10210,5.0796e+06,5.0796,
0.002009,10310,5.13191e+06,5.13191,
0.002065,10410,5.04116e+06,5.04116,
0.002065,10510,5.08959e+06,5.08959,
0.002101,10610,5.04998e+06,5.04998,
0.002101,10710,5.09757e+06,5.09757,
0.002138,10810,5.05613e+06,5.05613,
0.002138,10910,5.1029e+06,5.1029,
0.002175,11010,5.06207e+06,5.06207,
0.002175,11110,5.10805e+06,5.10805,
0.002212,11210,5.06781e+06,5.06781,
0.00223,11310,5.07175e+06,5.07175,
0.002231,11410,5.1143e+06,5.1143,
0.002249,11510,5.11783e+06,5.11783,
0.002286,11610,5.07874e+06,5.07874,
0.002322,11710,5.04307e+06,5.04307,
0.002322,11810,5.08613e+06,5.08613,
0.002359,11910,5.04875e+06,5.04875,
0.002378,12010,5.05046e+06,5.05046,
0.002415,12110,5.01449e+06,5.01449,
0.002102,12210,5.80875e+06,5.80875,
0.002433,12310,5.0596e+06,5.0596,
0.002452,12410,5.06117e+06,5.06117,
0.002452,12510,5.10196e+06,5.10196,
0.002507,12610,5.02992e+06,5.02992,
0.002525,12710,5.03366e+06,5.03366,
0.002526,12810,5.07126e+06,5.07126,
0.002562,12910,5.03903e+06,5.03903,
